no,name,tel,地址,type,remark,reservation,own_expense,division,notice,twd97x,twd97y,wgs84ax,wgs84ay
3.53E+09,溫大慶小兒科診所,2258-2330,新北市新海路386號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察416分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,當代聯合診所,2965-1535,新北市中正路319號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察417分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,詹婦產科診所,2252-9326,新北市文化路二段二號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察418分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,雷世陽婦產科診所,8953-5508,新北市三民路二段110號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察419分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,嘉禾診所,2952-2688,新北市中山路二段194號1樓,診所,如要接種，請先致電詢問疫苗庫存,電話,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察420分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,嘉恩診所,2250-9566,新北市新埔里陽明街40號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察421分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,漢生診所,2254-5665,新北市漢生西路73號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察422分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,福星耳鼻喉科診所,2957-7182,新北市重慶路181號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察423分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,遠興婦幼診所,8951-0099,新北市中山路一段91號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察424分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,劉宜光診所,8968-1111,新北市板橋龍興街33號,診所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察425分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,德一診所,2953-5396,新北市中山路2段236號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察426分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,樂田耳鼻喉科診所,8258-2968,新北市文化路二段10號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察427分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,樂欣診所,2252-6222,新北市四維路108號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察428分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,樂福診所,2956-0606,新北市三民路二段89號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察429分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,樂澄診所,2275-1010,新北市北門街13號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察430分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,蔡利誠診所,2250-2246,新北市陽明街112號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察431分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,蔡明志小兒專科診所,8257-0156,新北市雨農路56號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察432分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,翰生診所,2254-5665,新北市漢生西路73號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察433分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,興安診所,2965-2683,新北市龍興街51號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察434分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
1.53E+09,蕭中正醫院,2968-5661,新北市新興里南雅南路一段15-1號,地區醫院,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察435分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,蕭正輝兒科診所,2250-1101,新北市文化路二段137號1樓,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察436分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,龍興診所,2965-0765,新北市龍興街45號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察437分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,聯德診所,8687-1766,新北市溪北路13號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察438分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,謝坤川診所,2256-2949,新北市陽明街10號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察439分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,燿星小兒科診所,2952-2377,新北市實踐路113號,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察440分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,豐禾婦產科診所,8951-0666,新北市中山路一段279號3樓之一,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,是,婦產科/小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察441分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,麗暘診所,2250-1841,新北市懷德街78巷2號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察442分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
3.53E+09,耀安小兒科診所,2961-6781,新北市漢生東路324號1樓,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察443分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172
2.33E+09,林口區衛生所,2606-8760,新北市林口區忠孝二路55號,衛生所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察444分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,286727.36,2773562.89,121.364057,25.069842
3.53E+09,未來小兒科,2602-9090,新北市林口區文化二路一段577號,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察445分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287933.62,2774548.78,121.376041,25.078713
3.53E+09,永健診所,2601-6129,新北市林口區文化二路一段392-3號1樓,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察446分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287886.67,2774427.45,121.375573,25.077618
3.53E+09,明揚診所,2603-5801,新北市林口區中山路192號,診所,如要接種，請先致電詢問疫苗庫存,電話、傳真、現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察447分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,289241.64,2774597.45,121.389009,25.079119
3.53E+09,林口微笑親子耳鼻喉科診所,2600-0515,新北市林口區文化三路一段421號一樓,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察448分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287068.34,2774060.39,121.367451,25.074325
3.53E+09,侯志龍小兒科診所,2608-9001,新北市林口區公園路25號1F,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察449分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287005.98,2773344.03,121.366813,25.067859
3.53E+09,捷仁診所,2600-9405,新北市林口區麗園一街6巷1號1樓之4,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,家庭醫學科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察450分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287993.16,2773597.3,121.376605,25.070121
3.53E+09,陽光耳鼻喉科,2601-6068#115,新北市林口區仁愛路2段115號1樓,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察451分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,288735.82,2774127.69,121.383982,25.074891
3.53E+09,黃紹基診所,2600-5385#9,新北市林口區民有街156號1樓,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察452分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,287582.2,2774245.68,121.372549,25.075985
