序號,行政區,院所名稱,地址,緯度,經度,電話,緯度.1,經度.1,district
201,萬華區,永康診所,臺北市萬華區桂林路47號,25.0380699,121.5042939,02-2312-3455,25.0380699,121.5042939,萬華區
202,萬華區,光耳鼻喉科診所,臺北市萬華區青年路90號,25.0231,121.5025942,02-2307-7565,25.0231,121.5025942,萬華區
203,萬華區,名家耳鼻喉科診所,臺北市萬華區西藏路107-2號1樓,25.0294985,121.5034524,02-2303-6513,25.0294985,121.5034524,萬華區
204,萬華區,快樂兒童診所,臺北市萬華區寶興街121號,25.0251946,121.4948419,02-2332-8610,25.0251946,121.4948419,萬華區
205,萬華區,佳安診所,臺北市萬華區青年路34號,25.0257006,121.5045323,02-2332-0898,25.0257006,121.5045323,萬華區
206,萬華區,青年診所,臺北市萬華區中華路二段424號,25.0275478,121.506136,02-2303-2450,25.0275478,121.506136,萬華區
207,萬華區,益銓診所,臺北市萬華區萬大路233號,25.0264556,121.5006874,02-2333-1323,25.0264556,121.5006874,萬華區
208,萬華區,健安診所,臺北市萬華區萬大路432號1樓,25.0208299,121.4980321,02-2301-2255,25.0208299,121.4980321,萬華區
209,萬華區,瑞生診所,臺北市萬華區西園路二段250號,25.0280431,121.4948197,02-2301-2788,25.0280431,121.4948197,萬華區
210,萬華區,萬澤內科診所,臺北市萬華區萬大路425之1號2~3樓,25.0213982,121.4987472,02-2339-7018,25.0213982,121.4987472,萬華區
211,萬華區,漢宗小兒科診所,臺北市萬華區中華路二段434號,25.027104,121.5064733,02-2303-9022,25.027104,121.5064733,萬華區
212,萬華區,慧洋診所,臺北市萬華區莒光路125號,25.0309529,121.5038041,02-2302-0209,25.0309529,121.5038041,萬華區
213,萬華區,盧漢隆耳鼻喉科診所,臺北市萬華區環河南路二段197號,25.0322509,121.4917949,02-2336-1363,25.0322509,121.4917949,萬華區
214,萬華區,東京生活診所,臺北市萬華區萬大路491號1樓,25.0201191,121.4979774,02-2309-0990,25.0201191,121.4979774,萬華區
215,萬華區,新田診所,臺北市萬華區梧州街62號1樓,25.0356843,121.4974997,02-2308-9515,25.0356843,121.4974997,萬華區
216,文山區,臺北市立萬芳醫院-委託臺北醫學大學辦理,臺北市文山區興隆路三段111號,25.0004801,121.5584967,02-2930-7930,25.0004801,121.5584967,文山區
217,文山區,景美醫院,臺北市文山區羅斯福路六段280號,24.9912182,121.5398994,02-2933-1010,24.9912182,121.5398994,文山區
218,文山區,臺北市立聯合醫院附設政大門診部,臺北市文山區指南路二段117號,24.9876129,121.5765374,02-8237-7441,24.9876129,121.5765374,文山區
219,文山區,仁荔健康診所,臺北市文山區興隆路一段258號1樓,24.9984458,121.5449358,02-2933-9986,24.9984458,121.5449358,文山區
220,文山區,仁耀診所,臺北市文山區興隆路一段273號,24.998981,121.544426,02-2931-7788,24.998981,121.544426,文山區
221,文山區,世誠耳鼻喉科診所,臺北市文山區忠順街一段107號1樓,24.984251,121.55942,02-2234-3618,24.984251,121.55942,文山區
222,文山區,吳錫賢診所,臺北市文山區木新路三段208號,24.9814846,121.5599145,02-2938-1577,24.9814846,121.5599145,文山區
223,文山區,佳鴻診所,臺北市文山區羅斯福路六段256號1樓,24.9918649,121.540178,02-2933-3096,24.9918649,121.540178,文山區
224,文山區,官世英診所,臺北市文山區景興路45號1樓,24.9970643,121.5448713,02-8663-8189,24.9970643,121.5448713,文山區
225,文山區,定安診所,臺北市文山區景興路165號,24.9933198,121.5446382,02-2932-3755,24.9933198,121.5446382,文山區
226,文山區,屈銘軒小兒科診所,臺北市文山區興隆路二段301巷4-2號,25.0017769,121.5535166,02-2930-8518,25.0017769,121.5535166,文山區
227,文山區,東翰診所,臺北市文山區興隆路二段139號,25.000224,121.548169,02-2930-8330,25.000224,121.548169,文山區
228,文山區,林正豐診所,臺北市文山區保儀路25號,24.988106,121.5687742,02-2936-3665,24.988106,121.5687742,文山區
229,文山區,林建輝小兒科診所,臺北市文山區興隆路二段70號1樓,24.9997064,121.5479708,02-2933-4933,24.9997064,121.5479708,文山區
230,文山區,欣民診所,臺北市文山區保儀路37號,24.9878549,121.5686999,02-2937-5115,24.9878549,121.5686999,文山區
231,文山區,泓仁診所,臺北市文山區木新路二段273號,24.982888,121.566105,02-2938-2627,24.982888,121.566105,文山區
232,文山區,洪佑承小兒專科診所,臺北市文山區興隆路四段64-2號1樓,24.9850176,121.5613698,02-2936-4708,24.9850176,121.5613698,文山區
233,文山區,徐慧玲診所,臺北市文山區興隆路四段97號,24.9884068,121.5604923,02-2234-0000,24.9884068,121.5604923,文山區
234,文山區,健鑫診所,臺北市文山區忠順街一段28號1樓,24.9840002,121.559256,02-2937-5680,24.9840002,121.559256,文山區
235,文山區,陳建業診所,臺北市文山區景文街86號,24.990568,121.5409631,02-2935-8181,24.990568,121.5409631,文山區
236,文山區,順欣診所,臺北市文山區木柵路三段112號,24.988673,121.5676749,02-2939-1011,24.988673,121.5676749,文山區
237,文山區,黃偉志小兒科診所,臺北市文山區萬慶街12號,24.9923978,121.5401245,02-2935-4556,24.9923978,121.5401245,文山區
238,文山區,瑞萱診所,臺北市文山區景華街124號,24.9956492,121.5469277,02-2930-5313,24.9956492,121.5469277,文山區
239,文山區,葉洪小兒科診所,臺北市文山區興隆路三段202號,24.9977567,121.5589315,02-2230-0055,24.9977567,121.5589315,文山區
240,文山區,德安小兒科診所,臺北市文山區興隆路四段6-10號1樓,24.9860185,121.5609538,02-2939-5299,24.9860185,121.5609538,文山區
241,文山區,樂群耳鼻喉科家醫科診所,臺北市文山區木新路三段202號,24.9816663,121.5600328,02-2234-0158,24.9816663,121.5600328,文山區
242,文山區,震杰小兒科診所,臺北市文山區景興路129號,24.9944281,121.5449064,02-8935-1869,24.9944281,121.5449064,文山區
243,文山區,興隆內科小兒科診所,臺北市文山區興隆路二段17號,24.99891,121.5454169,02-2931-1736,24.99891,121.5454169,文山區
244,文山區,興隆李內兒科診所,臺北市文山區興隆路一段12號,25.004163,121.5393419,02-2931-4537,25.004163,121.5393419,文山區
245,南港區,臺北市立聯合醫院忠孝院區,臺北市南港區同德路87號,25.0465997,121.5861422,02-2786-1288,25.0465997,121.5861422,南港區
246,南港區,臺北市立聯合醫院附設南港門診部,臺北市南港區南港路一段360號1樓,25.0547158,121.6068266,02-2786-8756,25.0547158,121.6068266,南港區
247,南港區,中坡耳鼻喉科診所,臺北市南港區中坡南路29號,25.0433858,121.5833753,02-2785-0329,25.0433858,121.5833753,南港區
248,南港區,友力耳鼻喉科診所,臺北市南港區中坡北路12號1樓,25.044711,121.5815825,02-2785-3913,25.044711,121.5815825,南港區
249,南港區,天仁小兒科診所,臺北市南港區成福路21號,25.0448163,121.5867293,02-2786-2687,25.0448163,121.5867293,南港區
250,南港區,天仁健康診所,臺北市南港區成福路21號,25.0448163,121.5867293,02-2786-2687,25.0448163,121.5867293,南港區
251,南港區,永育醫療福德診所,臺北市南港區福德街320號,25.039477,121.5878487,02-2785-0700,25.039477,121.5878487,南港區
252,南港區,李文珍小兒科診所,臺北市南港區研究院路二段74號,25.0455491,121.6151031,02-2651-1871,25.0455491,121.6151031,南港區
253,南港區,杏安診所,臺北市南港區同德路74、76號1樓,25.045681,121.585405,02-2789-2008,25.045681,121.585405,南港區
254,南港區,松展診所,臺北市南港區忠孝東路六段110巷18號,25.0467205,121.5850593,02-2763-1373,25.0467205,121.5850593,南港區
255,南港區,陳志鑫診所,臺北市南港區八德路四段812號,25.0509295,121.581555,02-2783-9698,25.0509295,121.581555,南港區
256,南港區,陳勝吉診所,臺北市南港區研究院路一段115號1樓,25.0515579,121.6161373,02-2783-6972,25.0515579,121.6161373,南港區
257,南港區,義仁兒科診所,臺北市南港區玉成街138號1樓,25.0450264,121.5831839,02-2651-5929,25.0450264,121.5831839,南港區
258,南港區,維康診所,臺北市南港區研究院路二段84巷1號1樓,25.0453206,121.6151986,02-2651-7748,25.0453206,121.6151986,南港區
259,南港區,蔣小兒科診所,臺北市南港區玉成街166巷30號1樓,25.0439359,121.583312,02-2651-3761,25.0439359,121.583312,南港區
260,內湖區,三軍總醫院附設民眾診療服務處,臺北市內湖區成功路二段325號,25.0733691,121.5959272,02-8792-3311,25.0733691,121.5959272,內湖區
261,內湖區,中國醫藥大學附設醫院臺北分院,臺北市內湖區內湖路二段360號,25.082146,121.5907328,02-2791-9696,25.082146,121.5907328,內湖區
262,內湖區,康寧醫療財團法人康寧醫院,臺北市內湖區成功路五段420巷26號,25.0756867,121.608877,02-2634-5500,25.0756867,121.608877,內湖區
263,內湖區,臺北市立聯合醫院附設內湖門診部,臺北市內湖區民權東路六段99號之1,25.0693633,121.5889951,02-2790-8387,25.0693633,121.5889951,內湖區
264,內湖區,小禾馨民權小兒專科診所,臺北市內湖區行忠路191號1樓,25.0674958,121.5817825,02-5571-3333,25.0674958,121.5817825,內湖區
265,內湖區,仁弘耳鼻喉科診所,臺北市內湖區內湖路一段737巷50弄33號1樓,25.0806768,121.5784264,02-2659-6360,25.0806768,121.5784264,內湖區
266,內湖區,內湖長春診所,臺北市內湖區民權東路六段64號,25.068667,121.584908,02-2792-6868,25.068667,121.584908,內湖區
267,內湖區,日新診所,臺北市內湖區成功路五段446號1樓,25.0747932,121.6072004,02-2634-2743,25.0747932,121.6072004,內湖區
268,內湖區,王慶森診所,臺北市內湖區港墘路65號,25.0811937,121.5782848,02-2798-6052,25.0811937,121.5782848,內湖區
269,內湖區,永育醫療大湖診所,臺北市內湖區成功路四段366號,25.0848303,121.6004361,02-2790-6002,25.0848303,121.6004361,內湖區
270,內湖區,禾馨民權婦幼診所,臺北市內湖區民權東路六段42號2樓,25.0674957,121.5816723,02-5571-3333,25.0674957,121.5816723,內湖區
271,內湖區,成功耳鼻喉科診所,臺北市內湖區成功路三段162之1號1樓、164號1樓、164之1號1樓、166之1號1樓,25.0803272,121.590238,02-2794-0064,25.0803272,121.590238,內湖區
272,內湖區,成安耳鼻喉科診所,臺北市內湖區成功路四段61巷10號,25.0817373,121.5928208,02-2793-5940,25.0817373,121.5928208,內湖區
273,內湖區,林永正診所,臺北市內湖區康樂街130號,25.0716329,121.6191009,02-2631-5567,25.0716329,121.6191009,內湖區
274,內湖區,林孟勳診所,臺北市內湖區成功路四段61巷32弄2號,25.0809957,121.5933335,02-8792-0955,25.0809957,121.5933335,內湖區
275,內湖區,林登山耳鼻喉科診所,臺北市內湖區文德路96號,25.0782133,121.5825415,02-2659-6638,25.0782133,121.5825415,內湖區
276,內湖區,育睿診所,臺北市內湖區內湖路一段217巷35號,25.0831092,121.5639639,02-2656-0801,25.0831092,121.5639639,內湖區
277,內湖區,思維診所,臺北市內湖區文德路25號,25.0786503,121.5805295,02-2657-5779,25.0786503,121.5805295,內湖區
278,內湖區,洪永祥診所,臺北市內湖區成功路三段6巷1號,25.0753629,121.5898839,02-8791-7601,25.0753629,121.5898839,內湖區
279,內湖區,馬思特診所,臺北市內湖區成功路四段53號1樓,25.0816562,121.5921514,02-2792-5994,25.0816562,121.5921514,內湖區
280,內湖區,國泰醫療財團法人內湖國泰診所,臺北市內湖區瑞光路337號C棟,25.0778823,121.5754083,02-8797-2121,25.0778823,121.5754083,內湖區
281,內湖區,康育診所,臺北市內湖區成功路三段189號2樓,25.0805298,121.5910013,02-2790-9134,25.0805298,121.5910013,內湖區
282,內湖區,康樂診所,臺北市內湖區康樂街80號、82號、84號,25.0702234,121.6188311,02-2630-8800,25.0702234,121.6188311,內湖區
283,內湖區,焉醫師診所,臺北市內湖區內湖路二段21號,25.0788586,121.5795351,02-2799-5008,25.0788586,121.5795351,內湖區
284,內湖區,連安診所,臺北市內湖區內湖路一段619號1樓,25.0806564,121.5741515,02-2627-6705,25.0806564,121.5741515,內湖區
285,內湖區,陳森豊聯合診所,臺北市內湖區環山路1段2號,25.0826644,121.5656931,02-2799-0361,25.0826644,121.5656931,內湖區
286,內湖區,湖欣診所,臺北市內湖區成功路四段327號,25.0845096,121.598994,02-2791-8350,25.0845096,121.598994,內湖區
287,內湖區,陽光活力診所,臺北市內湖區瑞光路500號1樓,25.0792407,121.5682024,02-8797-3828,25.0792407,121.5682024,內湖區
288,內湖區,新明診所,臺北市內湖區新明路386號,25.0548379,121.5803312,02-8792-1282,25.0548379,121.5803312,內湖區
289,內湖區,瑞康診所,臺北市內湖區江南街96巷3號,25.0772496,121.5768317,02-2659-9691,25.0772496,121.5768317,內湖區
290,內湖區,葫洲診所,臺北市內湖區康寧路三段35、37號,25.072592,121.607585,02-2630-6606,25.072592,121.607585,內湖區
291,內湖區,誠康診所,臺北市內湖區內湖路一段585號,25.0810285,121.5729367,02-2657-2585,25.0810285,121.5729367,內湖區
292,內湖區,劉淦華診所,臺北市內湖區金龍路43號,25.0848929,121.5938985,02-2790-5374,25.0848929,121.5938985,內湖區
293,內湖區,雙湖診所,臺北市內湖區金龍路49號,25.084937,121.593623,02-2791-0066,25.084937,121.593623,內湖區
294,內湖區,魏之明小兒科診所,臺北市內湖區康寧路三段54-6號,25.0714109,121.6096076,02-2630-6968,25.0714109,121.6096076,內湖區
295,內湖區,魏穀年診所,臺北市內湖區內湖路一段403號,25.0818086,121.5705513,02-2657-2691,25.0818086,121.5705513,內湖區
296,內湖區,麗康診所,臺北市內湖區金湖路362號,25.0736854,121.6042362,02-2634-2296,25.0736854,121.6042362,內湖區
297,內湖區,佳霖診所,臺北市內湖區東湖路147號2樓,25.0681719,121.6172215,02-2633-4535,25.0681719,121.6172215,內湖區
298,內湖區,高峰診所,臺北市內湖區內湖路二段39號1樓,25.0789438,121.579836,02-2659-1888,25.0789438,121.579836,內湖區
299,內湖區,樂善診所,臺北市內湖區行善路260號,25.0603428,121.5817182,02-2790-2600,25.0603428,121.5817182,內湖區
300,士林區,新光醫療財團法人新光吳火獅紀念醫院,臺北市士林區文昌路95號,25.0964085,121.520938,02-2833-2211,25.0964085,121.520938,士林區
301,士林區,臺北市立聯合醫院陽明院區,臺北市士林區雨聲街105號,25.1051369,121.5318912,02-2835-3456,25.1051369,121.5318912,士林區
302,士林區,臺北市立聯合醫院附設士林門診部,臺北市士林區中正路439號1樓,25.0928085,121.5197824,02-2883-6268,25.0928085,121.5197824,士林區
303,士林區,士林小兒科診所,臺北市士林區中正路249號,25.0950678,121.5253681,02-2881-2485,25.0950678,121.5253681,士林區
304,士林區,小禾馨士林小兒專科診所,臺北市士林區中正路289號,25.0946897,121.5239291,02-2882-7333,25.0946897,121.5239291,士林區
305,士林區,心福內科診所,臺北市士林區中山北路六段167號,25.1071716,121.5248314,02-2833-1115,25.1071716,121.5248314,士林區
306,士林區,平安診所,臺北市士林區社子街36-1號,25.0874157,121.5075724,02-2816-7263,25.0874157,121.5075724,士林區
307,士林區,存德小兒科診所,臺北市士林區文林路460號,25.0956489,121.5246179,02-2834-2567,25.0956489,121.5246179,士林區
308,士林區,何小兒科診所,臺北市士林區福港街176號,25.0866141,121.5176786,02-2882-7401,25.0866141,121.5176786,士林區
309,士林區,杏暉診所,臺北市士林區社子街15號1樓,25.0876786,121.5082866,02-2811-7094,25.0876786,121.5082866,士林區
310,士林區,貝爾診所,臺北市士林區中山北路七段82巷9號1樓,25.1213403,121.5324541,02-2872-9980,25.1213403,121.5324541,士林區
311,士林區,佩佩婦幼診所,臺北市士林區中山北路六段182號,25.1075469,121.5252705,02-2838-6262,25.1075469,121.5252705,士林區
312,士林區,和謙耳鼻喉科診所,臺北市士林區社中街362號,25.0924774,121.5040798,02-2816-5678,25.0924774,121.5040798,士林區
313,士林區,忠誠聯合診所,臺北市士林區忠誠路二段50巷35號,25.110809,121.5290786,02-8866-1176,25.110809,121.5290786,士林區
314,士林區,林博通醫師診所,臺北市士林區通河街60號,25.0806319,121.5210112,02-2885-1148,25.0806319,121.5210112,士林區
315,士林區,邱世昌診所,臺北市士林區文林路718號,25.1024689,121.520791,02-2832-8088,25.1024689,121.520791,士林區
316,士林區,科安診所,臺北市士林區社中街116號,25.0898456,121.5104206,02-2811-0699,25.0898456,121.5104206,士林區
317,士林區,張虔熙小兒科診所,臺北市士林區中山北路六段282號,25.1101049,121.5256499,02-2836-1368,25.1101049,121.5256499,士林區
318,士林區,陳彥銘耳鼻喉科診所,臺北市士林區士東路12之1號,25.1117256,121.5266668,02-2838-1770,25.1117256,121.5266668,士林區
319,士林區,愛林診所,臺北市士林區承德路四段222號,25.0884766,121.5215108,02-2883-6881,25.0884766,121.5215108,士林區
320,士林區,粱耳鼻喉科診所,臺北市士林區社正路12之1號,25.0885199,121.5092819,02-2816-8456,25.0885199,121.5092819,士林區
321,士林區,慈田耳鼻喉科診所,臺北市士林區延平北路五段185號1樓,25.0832436,121.5099948,02-2812-3595,25.0832436,121.5099948,士林區
322,士林區,榮清耳鼻喉科診所,臺北市士林區文林路483號1樓,25.096134,121.5242199,02-2831-6878,25.096134,121.5242199,士林區
323,士林區,德泰耳鼻喉科診所,臺北市士林區通河街42-1號,25.0804587,121.5214423,02-2885-1570,25.0804587,121.5214423,士林區
324,士林區,鄭醫師診所,臺北市士林區延平北路五段120號1樓2樓,25.0816779,121.5105893,02-2812-7412,25.0816779,121.5105893,士林區
325,士林區,樹爸爸親子診所,臺北市士林區德行東路286號,25.1099779,121.5360119,02-2838-1838,25.1099779,121.5360119,士林區
326,士林區,橙光耳鼻喉科診所,臺北市士林區大南路286號,25.0888093,121.5193307,02-2888-3222,25.0888093,121.5193307,士林區
327,士林區,蕭雨青小兒科診所,臺北市士林區延平北路五段292號,25.0856717,121.5097429,02-2812-6415,25.0856717,121.5097429,士林區
328,士林區,耀明診所,臺北市士林區中正路322號,25.0947475,121.5225939,02-2832-0657,25.0947475,121.5225939,士林區
329,士林區,蘇慧卿診所,臺北市士林區大南路274號,25.0887571,121.5197184,02-2882-9955,25.0887571,121.5197184,士林區
330,士林區,德生診所,臺北市士林區文林路552號,25.0975197,121.5240981,02-2981-2988,25.0975197,121.5240981,士林區
331,士林區,永捷診所,臺北市士林區社子街67號1樓,25.0874978,121.5066888,02-2811-1472,25.0874978,121.5066888,士林區
332,北投區,臺北榮民總醫院,臺北市北投區石牌路二段201號,25.1208483,121.5227627,02-2871-2121,25.1208483,121.5227627,北投區
333,北投區,振興醫療財團法人振興醫院,臺北市北投區振興路45號,25.1151759,121.515018,02-2826-4400,25.1151759,121.515018,北投區
334,北投區,三軍總醫院北投分院附設民眾診療服務處,臺北市北投區新民路60號,25.1390731,121.5095218,02-2895-9808,25.1390731,121.5095218,北投區
335,北投區,醫療財團法人辜公亮基金會和信治癌中心醫院,臺北市北投區立德路125號,25.1283213,121.4719334,02-2897-0011,25.1283213,121.4719334,北投區
336,北投區,臺北市立關渡醫院-委託臺北榮民總醫院經營,臺北市北投區知行路225巷12號,25.1206037,121.4661496,02-2858-7000,25.1206037,121.4661496,北投區
337,北投區,臺北市立聯合醫院附設北投門診部,臺北市北投區新市街30號5樓,25.1328136,121.5026592,02-2891-2670,25.1328136,121.5026592,北投區
338,北投區,大順耳鼻喉科診所,臺北市北投區中和街236號,25.1392895,121.5015845,02-2896-4588,25.1392895,121.5015845,北投區
339,北投區,天母力康診所,臺北市北投區明德路365號3樓,25.1185042,121.5210206,02-2821-0866,25.1185042,121.5210206,北投區
340,北投區,文遠診所,臺北市北投區石牌路二段346號1樓、2樓,25.1229365,121.5248746,02-2873-9991,25.1229365,121.5248746,北投區
341,北投區,王永良診所,臺北市北投區自強街94號,25.1106479,121.5150064,02-2822-7287,25.1106479,121.5150064,北投區
342,北投區,台北欣安耳鼻喉科診所,臺北市北投區石牌路一段152號,25.1142258,121.5131469,02-2821-0501,25.1142258,121.5131469,北投區
343,北投區,永安家庭醫學科診所,臺北市北投區中央北路一段172號,25.135722,121.498204,02-2894-0888,25.135722,121.498204,北投區
344,北投區,吉安診所,臺北市北投區西安街一段281巷18號,25.111561,121.516151,02-2823-1832,25.111561,121.516151,北投區
345,北投區,何叔芳小兒科診所,臺北市北投區石牌路二段90巷12號1樓,25.1170183,121.5168939,02-2820-6886,25.1170183,121.5168939,北投區
346,北投區,宏恩兒科診所,臺北市北投區致遠一路二段99號1樓,25.1128924,121.5129316,02-2827-1110,25.1128924,121.5129316,北投區
347,北投區,李伯匯小兒科診所,臺北市北投區石牌路一段93號1樓,25.1139611,121.5117188,02-2822-1212,25.1139611,121.5117188,北投區
348,北投區,和勤診所,臺北市北投區中央北路四段543號1樓,25.1276979,121.4676229,02-2894-2339,25.1276979,121.4676229,北投區
349,北投區,林文正耳鼻喉科診所,臺北市北投區明德路92號1樓,25.1094497,121.5196938,02-2826-1083,25.1094497,121.5196938,北投區
350,北投區,長宏診所,臺北市北投區中央北路二段121號,25.137158,121.4944769,02-2896-7372,25.137158,121.4944769,北投區
351,北投區,昱德聯合診所,臺北市北投區光明路102號1樓,25.1330638,121.5012176,02-2897-5050,25.1330638,121.5012176,北投區
352,北投區,洪耳鼻喉科診所,臺北市北投區中央南路一段43號,25.132199,121.5014543,02-2892-8769,25.132199,121.5014543,北投區
353,北投區,紀耳鼻喉科診所,臺北市北投區石牌路二段57號,25.116562,121.5159948,02-2821-4485,25.116562,121.5159948,北投區
354,北投區,祐民聯合診所,臺北市北投區中央南路一段207號,25.128338,121.5013459,02-2895-1301,25.128338,121.5013459,北投區
355,北投區,常哲診所,臺北市北投區明德路157之4號,25.1111579,121.5205735,02-2828-5515,25.1111579,121.5205735,北投區
356,北投區,康田診所,臺北市北投區自強街76號,25.1104933,121.5143673,02-2821-0988,25.1104933,121.5143673,北投區
357,北投區,張晉豪診所,臺北市北投區中央南路一段155號,25.129672,121.50113,02-2891-3820,25.129672,121.50113,北投區
358,北投區,張參雄診所,臺北市北投區光明路166-1號,25.1350276,121.5026804,02-2892-6555,25.1350276,121.5026804,北投區
359,北投區,清田婦產科家醫科診所,臺北市北投區中和街268號,25.140165,121.500704,02-2893-1323,25.140165,121.500704,北投區
360,北投區,陳信方小兒科診所,臺北市北投區明德路106號,25.1097302,121.5197291,02-2820-1068,25.1097302,121.5197291,北投區
361,北投區,陳柏宏親子診所,臺北市北投區明德路124號,25.1100718,121.5204832,02-2822-5257,25.1100718,121.5204832,北投區
362,北投區,陳珀勳診所,臺北市北投區明德路85號1樓,25.10892,121.518705,02-2820-6263,25.10892,121.518705,北投區
363,北投區,陳獻明小兒科診所,臺北市北投區中央南路一段69號1樓,25.1314836,121.5013446,02-2892-8950,25.1314836,121.5013446,北投區
364,北投區,黃正宏診所,臺北市北投區西安街一段359號,25.1142978,121.5152956,02-2821-7076,25.1142978,121.5152956,北投區
365,北投區,黃浩魁小兒科診所,臺北市北投區中央北路一段168號,25.135683,121.498289,02-2898-3256,25.135683,121.498289,北投區
366,北投區,萬泰診所,臺北市北投區中央北路二段52號,25.1371817,121.4951222,02-2893-0727,25.1371817,121.4951222,北投區
367,北投區,慈恩耳鼻喉科診所,臺北市北投區中央南路一段13號,25.1328429,121.50153,02-2897-8787,25.1328429,121.50153,北投區
368,北投區,蔡秉勳小兒科診所,臺北市北投區中和街281號,25.1402779,121.5003609,02-2896-6525,25.1402779,121.5003609,北投區
369,北投區,橙品耳鼻喉科診所,臺北市北投區自強街70號1樓,25.1104907,121.5142177,02-2820-0022,25.1104907,121.5142177,北投區
370,北投區,翰譽耳鼻喉科診所,臺北市北投區中央南路一段189號1樓,25.1288729,121.5012578,02-2895-9986,25.1288729,121.5012578,北投區
