no,name,tel,地址,緯度,經度,type,remark,reservation,own_expense,division,notice,twd97x,twd97y,wgs84ax,wgs84ay,緯度,經度
3530000000.0,展源內科診所,8976-2808#9,新北市三重區重新路四段12號9樓,25.0576383,121.4887337,診所,如要接種，請先致電詢問疫苗庫存,現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察81分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299312.51,2772263.64,121.488757,25.057754,25.0576383,121.4887337
3530000000.0,益安診所,8982-8775,新北市三重區正義北路152號,25.0662255,121.4965008,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察82分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300095.0,2773206.42,121.496547,25.066239,25.0662255,121.4965008
1530000000.0,祐民醫院,2978-3456#2911,新北市三重區重新路二段2號,25.063086,121.499475,地區醫院,如要接種，請先致電詢問疫苗庫存,現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察83分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300432.22,2772826.16,121.499876,25.062795,25.063086,121.499475
3530000000.0,翁華宗小兒科診所,2987-9872,新北市三重區正義北路324號,25.0703929,121.4947976,診所,如要接種，請先致電詢問疫苗庫存,現場,是,兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察84分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299923.29,2773665.28,121.494862,25.070388,25.0703929,121.4947976
3530000000.0,高柏森耳鼻喉科診所,2983-9808,新北市三重區正義北路191號,25.0680937,121.4963081,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察85分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300071.11,2773408.9,121.496318,25.068068,25.0680937,121.4963081
3530000000.0,健福診所,8985-1660,新北市三重區溪尾街171號,25.0802617,121.4890189,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察86分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299319.49,2774758.37,121.488916,25.080276,25.0802617,121.4890189
3530000000.0,康全診所,2287-8099,新北市三重區三和路四段111號之32號9樓 ,25.0774988,121.4856234,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察87分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299022.77,2774423.34,121.485963,25.077261,25.0774988,121.4856234
3530000000.0,康新診所,2986-5982,新北市三重區正義北路185號,25.0679173,121.4964592,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳喉鼻科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察88分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300078.05,2773381.93,121.496385,25.067825,25.0679173,121.4964592
3530000000.0,張必正診所,8972-6657,新北市三重區重新路三段66號,25.0610723,121.4935826,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察89分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299804.9,2772636.61,121.493651,25.061105,25.0610723,121.4935826
3530000000.0,惟新診所,2857-2559,新北市三重區五華街145號,25.084652,121.4908358,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察90分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299510.89,2775248.69,121.490831,25.084696,25.084652,121.4908358
3530000000.0,郭國鐘小兒科診所,2972-6825,新北市三重區信義街57號,25.064964,121.501222,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察91分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300563.65,2773077.06,121.501187,25.065056,25.064964,121.501222
3530000000.0,陳內科小兒科診所,2972-0611,新北市三重區重新路一段60號,25.0636835,121.5022538,診所,如要接種，請先致電詢問疫苗庫存,電話、傳真、現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察92分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300672.67,2772925.12,121.502262,25.063681,25.0636835,121.5022538
3530000000.0,富康診所,29886281,新北市三重區重新路四段53號3樓,25.0574585,121.4876775,診所,如要接種，請先致電詢問疫苗庫存,傳真,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察93分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299206.17,2772229.28,121.487702,25.057447,25.0574585,121.4876775
3530000000.0,惠心婦幼診所,2981-0568#1080,新北市三重區重陽路一段138號,25.0606791,121.4864994,診所,如要接種，請先致電詢問疫苗庫存,現場,是,婦兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察94分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299092.01,2772592.75,121.486584,25.060732,25.0606791,121.4864994
3530000000.0,惠心婦產科小兒科診所,2978-1998,新北市三重區成功路171號2至5樓、173號2至5樓,25.0526477,121.4861851,診所,如要接種，請先致電詢問疫苗庫存,現場,是,婦兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察95分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299064.37,2771691.31,121.486278,25.052595,25.0526477,121.4861851
3530000000.0,敦和診所,2286-9151,新北市三重區三和路四段362號,25.0784226,121.4832444,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察96分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298718.82,2774566.08,121.482955,25.078559,25.0784226,121.4832444
3530000000.0,華貞診所,2971-6626,新北市三重區三和路三段80號,25.0716769,121.4945572,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察97分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299898.03,2773810.16,121.494617,25.071696,25.0716769,121.4945572
3530000000.0,集勇復健科診所,8287-3535,新北市三重區集勇街60、62號,25.0853287,121.4846146,診所,如要接種，請先致電詢問疫苗庫存,現場,否,復健科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察98分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298878.88,2775317.43,121.484568,25.085337,25.0853287,121.4846146
3530000000.0,集美診所,2977-5177,新北市三重區集美街174之1號,25.0533026,121.4903416,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察99分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299482.72,2771765.43,121.490426,25.05325,25.0533026,121.4903416
131020016.0,新北市立聯合醫院,2982-9111#3260,新北市三重區新北大道一段3號,25.0609301,121.4902027,區域醫院,如要接種，請先致電詢問疫苗庫存,現場,是,內兒家醫、婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察100分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299521.37,2772609.46,121.49084,25.060869,25.0609301,121.4902027
3530000000.0,詹益智耳鼻喉科,2985-9589,新北市三重區重陽路四段6號,25.0688993,121.4905484,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察101分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299497.15,2773502.77,121.490632,25.068935,25.0688993,121.4905484
3530000000.0,德心診所,8287-8007,新北市三重區力行路二段206號,25.0780507,121.4837301,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察102分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298772.23,2774473.76,121.483481,25.077724,25.0780507,121.4837301
3530000000.0,德生診所,2981-2988,新北市三重區重陽路一段146號,25.0608511,121.4864906,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察103分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299093.66,2772617.77,121.486601,25.060958,25.0608511,121.4864906
3530000000.0,德河聯合診所,8985-1515,新北市三重區重陽路三段117號,25.0685965,121.4908666,診所,如要接種，請先致電詢問疫苗庫存,現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察104分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299515.93,2773466.39,121.490817,25.068605,25.0685965,121.4908666
3530000000.0,德恩診所,2976-6501,新北市三重區集成路47號,25.0527488,121.4893543,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察105分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299376.04,2771720.24,121.489368,25.052846,25.0527488,121.4893543
3530000000.0,德慈聯合診所,2973-6693#16,新北市三重區重新路三段14號,25.0613827,121.4951375,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察106分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299953.47,2772667.3,121.495125,25.061377,25.0613827,121.4951375
3530000000.0,慶祥診所,2983-4012,新北市三重區自強路三段67號,25.0733391,121.4870601,診所,如要接種，請先致電詢問疫苗庫存,現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察107分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299130.28,2773991.12,121.487013,25.073355,25.0733391,121.4870601
3530000000.0,膚麗康診所,2980-0258,新北市三重區五華街128號,25.0834385,121.4917451,診所,如要接種，請先致電詢問疫苗庫存,現場,是,皮膚科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察108分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299604.93,2775107.88,121.491758,25.083422,25.0834385,121.4917451
3530000000.0,輝鴻診所,2976-6268,新北市三重區 信義街 22 號,25.0650208,121.4997223,診所,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察109分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300409.7,2773063.2,121.499661,25.064936,25.0650208,121.4997223
3530000000.0,鄭俊堂診所,2286-3333,新北市三重區自強路四段49號,25.07785,121.4899747,診所,如要接種，請先致電詢問疫苗庫存,現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察110分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299422.41,2774489.01,121.489926,25.077841,25.07785,121.4899747
3530000000.0,鄭智雄診所,2280-5419,新北市三重區三和路四段308號,25.0778,121.4842869,診所,如要接種，請先致電詢問疫苗庫存,現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察111分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,298866.29,2774477.74,121.484413,25.077757,25.0778,121.4842869
3530000000.0,賴美里診所,8972-5629,新北市三重區重新路三段106號1樓,25.060352,121.49257,診所,如要接種，請先致電詢問疫苗庫存,電話,是,不分科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察112分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299697.2,2772555.97,121.492581,25.06038,25.060352,121.49257
3530000000.0,錫安婦產科內科診所,2981-2299,新北市三重區正義北路319號,25.071332,121.4941134,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察113分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299848.86,2773770.78,121.494128,25.071343,25.071332,121.4941134
3530000000.0,龍華診所,2988-3500,新北市三重區五華街100號,25.0825032,121.4926403,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、傳真、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察114分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,299693.67,2775004.76,121.492634,25.082488,25.0825032,121.4926403
3530000000.0,聰明耳鼻喉科診所,8972-7370,新北市三重區重新路二段14號,25.0626679,121.4995206,診所,如要接種，請先致電詢問疫苗庫存,現場,是,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察115分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,300393.91,2772813.89,121.499495,25.062686,25.0626679,121.4995206
